Tweets Ago,compound,date,neg,neu,pos,time,user
39,0.0,2018-03-03,0.0,1.0,0.0,Sat Mar 03 19:29:22 +0000 2018,@FoxNews
40,-0.2481,2018-03-03,0.197,0.657,0.147,Sat Mar 03 19:23:55 +0000 2018,@FoxNews
41,0.0,2018-03-03,0.0,1.0,0.0,Sat Mar 03 19:15:00 +0000 2018,@FoxNews
42,-0.7579,2018-03-03,0.351,0.649,0.0,Sat Mar 03 19:06:49 +0000 2018,@FoxNews
43,0.0,2018-03-03,0.0,1.0,0.0,Sat Mar 03 18:56:04 +0000 2018,@FoxNews
44,0.0,2018-03-03,0.0,1.0,0.0,Sat Mar 03 18:56:00 +0000 2018,@FoxNews
45,0.0,2018-03-03,0.0,1.0,0.0,Sat Mar 03 18:51:05 +0000 2018,@FoxNews
46,-0.0516,2018-03-03,0.148,0.714,0.138,Sat Mar 03 18:44:22 +0000 2018,@FoxNews
47,-0.347,2018-03-03,0.189,0.687,0.124,Sat Mar 03 18:40:00 +0000 2018,@FoxNews
48,0.4215,2018-03-03,0.0,0.797,0.203,Sat Mar 03 18:38:02 +0000 2018,@FoxNews
49,-0.6249,2018-03-03,0.24,0.76,0.0,Sat Mar 03 18:36:00 +0000 2018,@FoxNews
50,-0.7845,2018-03-03,0.365,0.635,0.0,Sat Mar 03 18:35:25 +0000 2018,@FoxNews
51,-0.128,2018-03-03,0.086,0.914,0.0,Sat Mar 03 18:26:48 +0000 2018,@FoxNews
52,0.0,2018-03-03,0.0,1.0,0.0,Sat Mar 03 18:13:02 +0000 2018,@FoxNews
53,-0.4019,2018-03-03,0.252,0.748,0.0,Sat Mar 03 18:06:24 +0000 2018,@FoxNews
54,0.0,2018-03-03,0.0,1.0,0.0,Sat Mar 03 18:03:51 +0000 2018,@FoxNews
55,0.296,2018-03-03,0.0,0.855,0.145,Sat Mar 03 17:56:46 +0000 2018,@FoxNews
56,0.0,2018-03-03,0.0,1.0,0.0,Sat Mar 03 17:53:29 +0000 2018,@FoxNews
57,-0.296,2018-03-03,0.095,0.905,0.0,Sat Mar 03 17:40:10 +0000 2018,@FoxNews
58,0.0,2018-03-03,0.0,1.0,0.0,Sat Mar 03 17:37:08 +0000 2018,@FoxNews
59,0.0,2018-03-03,0.0,1.0,0.0,Sat Mar 03 17:28:51 +0000 2018,@FoxNews
60,-0.5574,2018-03-03,0.265,0.735,0.0,Sat Mar 03 17:14:48 +0000 2018,@FoxNews
61,0.0,2018-03-03,0.0,1.0,0.0,Sat Mar 03 17:12:39 +0000 2018,@FoxNews
62,-0.5574,2018-03-03,0.265,0.735,0.0,Sat Mar 03 17:10:10 +0000 2018,@FoxNews
63,-0.5574,2018-03-03,0.31,0.69,0.0,Sat Mar 03 17:05:19 +0000 2018,@FoxNews
64,-0.2023,2018-03-03,0.134,0.763,0.103,Sat Mar 03 16:56:34 +0000 2018,@FoxNews
65,0.0,2018-03-03,0.0,1.0,0.0,Sat Mar 03 16:51:32 +0000 2018,@FoxNews
66,-0.1779,2018-03-03,0.188,0.69,0.123,Sat Mar 03 16:44:37 +0000 2018,@FoxNews
67,0.7184,2018-03-03,0.0,0.667,0.333,Sat Mar 03 16:35:06 +0000 2018,@FoxNews
68,-0.296,2018-03-03,0.167,0.833,0.0,Sat Mar 03 16:29:52 +0000 2018,@FoxNews
69,0.3182,2018-03-03,0.0,0.85,0.15,Sat Mar 03 16:12:46 +0000 2018,@FoxNews
70,0.765,2018-03-03,0.0,0.678,0.322,Sat Mar 03 16:11:33 +0000 2018,@FoxNews
71,-0.3182,2018-03-03,0.196,0.699,0.105,Sat Mar 03 16:01:48 +0000 2018,@FoxNews
72,0.0,2018-03-03,0.0,1.0,0.0,Sat Mar 03 15:59:48 +0000 2018,@FoxNews
73,0.4019,2018-03-03,0.0,0.828,0.172,Sat Mar 03 15:53:00 +0000 2018,@FoxNews
74,0.0,2018-03-03,0.0,1.0,0.0,Sat Mar 03 15:50:09 +0000 2018,@FoxNews
75,-0.5267,2018-03-03,0.239,0.761,0.0,Sat Mar 03 15:43:38 +0000 2018,@FoxNews
76,0.0,2018-03-03,0.0,1.0,0.0,Sat Mar 03 15:38:35 +0000 2018,@FoxNews
77,-0.4404,2018-03-03,0.209,0.791,0.0,Sat Mar 03 15:31:08 +0000 2018,@FoxNews
78,0.3818,2018-03-03,0.0,0.822,0.178,Sat Mar 03 15:26:00 +0000 2018,@FoxNews
79,0.0,2018-03-03,0.0,1.0,0.0,Sat Mar 03 15:20:00 +0000 2018,@FoxNews
80,-0.25,2018-03-03,0.118,0.882,0.0,Sat Mar 03 15:19:51 +0000 2018,@FoxNews
81,0.7906,2018-03-03,0.07,0.484,0.446,Sat Mar 03 15:11:58 +0000 2018,@FoxNews
82,0.0,2018-03-03,0.0,1.0,0.0,Sat Mar 03 15:10:03 +0000 2018,@FoxNews
83,0.0,2018-03-03,0.0,1.0,0.0,Sat Mar 03 15:06:08 +0000 2018,@FoxNews
84,0.5106,2018-03-03,0.0,0.736,0.264,Sat Mar 03 14:58:11 +0000 2018,@FoxNews
85,-0.875,2018-03-03,0.562,0.438,0.0,Sat Mar 03 14:50:39 +0000 2018,@FoxNews
86,0.6369,2018-03-03,0.0,0.781,0.219,Sat Mar 03 14:35:09 +0000 2018,@FoxNews
87,0.5719,2018-03-03,0.0,0.73,0.27,Sat Mar 03 14:26:55 +0000 2018,@FoxNews
88,-0.7579,2018-03-03,0.394,0.606,0.0,Sat Mar 03 14:09:18 +0000 2018,@FoxNews
89,-0.2732,2018-03-03,0.255,0.559,0.186,Sat Mar 03 13:54:12 +0000 2018,@FoxNews
90,0.7003,2018-03-03,0.0,0.657,0.343,Sat Mar 03 13:32:35 +0000 2018,@FoxNews
91,0.4019,2018-03-03,0.141,0.576,0.283,Sat Mar 03 13:22:12 +0000 2018,@FoxNews
92,-0.4019,2018-03-03,0.252,0.748,0.0,Sat Mar 03 13:16:23 +0000 2018,@FoxNews
93,0.0,2018-03-03,0.0,1.0,0.0,Sat Mar 03 12:57:23 +0000 2018,@FoxNews
94,0.0,2018-03-03,0.0,1.0,0.0,Sat Mar 03 12:53:36 +0000 2018,@FoxNews
95,0.0,2018-03-03,0.0,1.0,0.0,Sat Mar 03 12:46:48 +0000 2018,@FoxNews
96,0.34,2018-03-03,0.0,0.893,0.107,Sat Mar 03 12:38:36 +0000 2018,@FoxNews
97,-0.3103,2018-03-03,0.148,0.761,0.091,Sat Mar 03 12:37:13 +0000 2018,@FoxNews
98,-0.6597,2018-03-03,0.253,0.747,0.0,Sat Mar 03 12:33:00 +0000 2018,@FoxNews
99,0.296,2018-03-03,0.141,0.647,0.212,Sat Mar 03 12:11:59 +0000 2018,@FoxNews
100,0.0,2018-03-03,0.0,1.0,0.0,Sat Mar 03 11:58:31 +0000 2018,@FoxNews
1,0.4404,2018-03-03,0.0,0.884,0.116,Sat Mar 03 21:58:02 +0000 2018,@nytimes
2,-0.0516,2018-03-03,0.099,0.811,0.09,Sat Mar 03 21:47:03 +0000 2018,@nytimes
3,0.0,2018-03-03,0.0,1.0,0.0,Sat Mar 03 21:33:32 +0000 2018,@nytimes
4,0.0,2018-03-03,0.0,1.0,0.0,Sat Mar 03 21:18:33 +0000 2018,@nytimes
5,0.0772,2018-03-03,0.0,0.902,0.098,Sat Mar 03 21:03:50 +0000 2018,@nytimes
6,0.0,2018-03-03,0.0,1.0,0.0,Sat Mar 03 20:47:07 +0000 2018,@nytimes
7,0.0,2018-03-03,0.0,1.0,0.0,Sat Mar 03 20:32:03 +0000 2018,@nytimes
8,-0.5574,2018-03-03,0.153,0.847,0.0,Sat Mar 03 20:17:06 +0000 2018,@nytimes
9,0.1621,2018-03-03,0.127,0.716,0.157,Sat Mar 03 20:02:03 +0000 2018,@nytimes
10,-0.1027,2018-03-03,0.072,0.928,0.0,Sat Mar 03 19:47:04 +0000 2018,@nytimes
11,0.4215,2018-03-03,0.0,0.887,0.113,Sat Mar 03 19:32:08 +0000 2018,@nytimes
12,0.0,2018-03-03,0.102,0.796,0.102,Sat Mar 03 19:17:07 +0000 2018,@nytimes
13,0.3612,2018-03-03,0.0,0.857,0.143,Sat Mar 03 19:02:06 +0000 2018,@nytimes
14,-0.3612,2018-03-03,0.217,0.783,0.0,Sat Mar 03 18:47:01 +0000 2018,@nytimes
15,-0.0258,2018-03-03,0.111,0.741,0.148,Sat Mar 03 18:32:06 +0000 2018,@nytimes
16,0.0,2018-03-03,0.0,1.0,0.0,Sat Mar 03 18:17:04 +0000 2018,@nytimes
17,0.0258,2018-03-03,0.098,0.8,0.102,Sat Mar 03 18:02:14 +0000 2018,@nytimes
18,-0.5574,2018-03-03,0.195,0.805,0.0,Sat Mar 03 17:49:25 +0000 2018,@nytimes
19,0.765,2018-03-03,0.08,0.362,0.558,Sat Mar 03 17:32:07 +0000 2018,@nytimes
20,-0.34,2018-03-03,0.123,0.818,0.059,Sat Mar 03 17:17:09 +0000 2018,@nytimes
21,0.4019,2018-03-03,0.0,0.87,0.13,Sat Mar 03 17:02:08 +0000 2018,@nytimes
22,0.0,2018-03-03,0.0,1.0,0.0,Sat Mar 03 16:47:01 +0000 2018,@nytimes
23,-0.7841,2018-03-03,0.288,0.712,0.0,Sat Mar 03 16:32:03 +0000 2018,@nytimes
24,0.0,2018-03-03,0.0,1.0,0.0,Sat Mar 03 16:17:03 +0000 2018,@nytimes
25,0.0,2018-03-03,0.0,1.0,0.0,Sat Mar 03 16:02:03 +0000 2018,@nytimes
26,0.6369,2018-03-03,0.0,0.802,0.198,Sat Mar 03 15:47:00 +0000 2018,@nytimes
27,0.4215,2018-03-03,0.0,0.872,0.128,Sat Mar 03 15:32:07 +0000 2018,@nytimes
28,-0.1027,2018-03-03,0.3,0.444,0.256,Sat Mar 03 15:17:17 +0000 2018,@nytimes
29,0.0,2018-03-03,0.0,1.0,0.0,Sat Mar 03 15:02:06 +0000 2018,@nytimes
30,0.5719,2018-03-03,0.0,0.85,0.15,Sat Mar 03 14:40:05 +0000 2018,@nytimes
31,-0.34,2018-03-03,0.124,0.876,0.0,Sat Mar 03 14:21:01 +0000 2018,@nytimes
32,0.2263,2018-03-03,0.101,0.759,0.139,Sat Mar 03 14:12:22 +0000 2018,@nytimes
33,-0.8519,2018-03-03,0.538,0.462,0.0,Sat Mar 03 14:02:52 +0000 2018,@nytimes
34,0.2567,2018-03-03,0.184,0.541,0.275,Sat Mar 03 14:02:04 +0000 2018,@nytimes
35,0.0,2018-03-03,0.0,1.0,0.0,Sat Mar 03 14:00:05 +0000 2018,@nytimes
36,-0.34,2018-03-03,0.107,0.893,0.0,Sat Mar 03 13:41:08 +0000 2018,@nytimes
37,0.0,2018-03-03,0.0,1.0,0.0,Sat Mar 03 13:38:16 +0000 2018,@nytimes
38,0.0,2018-03-03,0.0,1.0,0.0,Sat Mar 03 13:21:03 +0000 2018,@nytimes
39,-0.7096,2018-03-03,0.424,0.576,0.0,Sat Mar 03 13:17:39 +0000 2018,@nytimes
40,0.0,2018-03-03,0.0,1.0,0.0,Sat Mar 03 13:14:28 +0000 2018,@nytimes
41,0.0,2018-03-03,0.0,1.0,0.0,Sat Mar 03 13:02:06 +0000 2018,@nytimes
42,0.296,2018-03-03,0.0,0.891,0.109,Sat Mar 03 12:41:02 +0000 2018,@nytimes
43,0.0,2018-03-03,0.0,1.0,0.0,Sat Mar 03 12:21:02 +0000 2018,@nytimes
44,-0.4541,2018-03-03,0.153,0.847,0.0,Sat Mar 03 12:02:07 +0000 2018,@nytimes
45,0.0,2018-03-03,0.0,1.0,0.0,Sat Mar 03 11:46:18 +0000 2018,@nytimes
46,-0.4019,2018-03-03,0.184,0.816,0.0,Sat Mar 03 11:28:58 +0000 2018,@nytimes
47,0.3818,2018-03-03,0.0,0.755,0.245,Sat Mar 03 11:25:56 +0000 2018,@nytimes
48,0.5994,2018-03-03,0.0,0.505,0.495,Sat Mar 03 11:22:53 +0000 2018,@nytimes
49,0.5994,2018-03-03,0.0,0.719,0.281,Sat Mar 03 11:19:39 +0000 2018,@nytimes
50,-0.8225,2018-03-03,0.336,0.664,0.0,Sat Mar 03 11:03:06 +0000 2018,@nytimes
51,0.9183,2018-03-03,0.0,0.581,0.419,Sat Mar 03 10:36:20 +0000 2018,@nytimes
52,0.5106,2018-03-03,0.0,0.845,0.155,Sat Mar 03 10:19:53 +0000 2018,@nytimes
53,0.0,2018-03-03,0.0,1.0,0.0,Sat Mar 03 10:03:05 +0000 2018,@nytimes
54,0.0772,2018-03-03,0.0,0.885,0.115,Sat Mar 03 09:46:29 +0000 2018,@nytimes
55,0.0,2018-03-03,0.0,1.0,0.0,Sat Mar 03 09:46:05 +0000 2018,@nytimes
56,0.0,2018-03-03,0.0,1.0,0.0,Sat Mar 03 09:25:00 +0000 2018,@nytimes
57,0.6486,2018-03-03,0.0,0.773,0.227,Sat Mar 03 09:08:42 +0000 2018,@nytimes
58,0.0,2018-03-03,0.0,1.0,0.0,Sat Mar 03 08:52:19 +0000 2018,@nytimes
59,-0.3182,2018-03-03,0.113,0.887,0.0,Sat Mar 03 08:36:01 +0000 2018,@nytimes
60,0.0258,2018-03-03,0.0,0.909,0.091,Sat Mar 03 08:07:00 +0000 2018,@nytimes
61,0.0,2018-03-03,0.0,1.0,0.0,Sat Mar 03 07:49:12 +0000 2018,@nytimes
62,-0.3818,2018-03-03,0.126,0.874,0.0,Sat Mar 03 07:47:02 +0000 2018,@nytimes
63,-0.296,2018-03-03,0.121,0.879,0.0,Sat Mar 03 07:15:29 +0000 2018,@nytimes
64,0.5106,2018-03-03,0.0,0.845,0.155,Sat Mar 03 06:59:02 +0000 2018,@nytimes
65,0.0,2018-03-03,0.0,1.0,0.0,Sat Mar 03 06:42:03 +0000 2018,@nytimes
66,0.25,2018-03-03,0.0,0.895,0.105,Sat Mar 03 06:23:39 +0000 2018,@nytimes
67,0.7096,2018-03-03,0.0,0.688,0.312,Sat Mar 03 06:07:01 +0000 2018,@nytimes
68,0.5994,2018-03-03,0.0,0.719,0.281,Sat Mar 03 05:50:16 +0000 2018,@nytimes
69,-0.296,2018-03-03,0.095,0.905,0.0,Sat Mar 03 05:32:02 +0000 2018,@nytimes
70,-0.4215,2018-03-03,0.223,0.707,0.071,Sat Mar 03 05:17:03 +0000 2018,@nytimes
71,-0.5106,2018-03-03,0.142,0.858,0.0,Sat Mar 03 05:02:02 +0000 2018,@nytimes
72,-0.4215,2018-03-03,0.135,0.865,0.0,Sat Mar 03 04:47:03 +0000 2018,@nytimes
73,0.2732,2018-03-03,0.0,0.884,0.116,Sat Mar 03 04:37:01 +0000 2018,@nytimes
74,0.4215,2018-03-03,0.0,0.851,0.149,Sat Mar 03 04:26:03 +0000 2018,@nytimes
75,0.0,2018-03-03,0.0,1.0,0.0,Sat Mar 03 04:17:03 +0000 2018,@nytimes
76,0.296,2018-03-03,0.167,0.556,0.278,Sat Mar 03 04:02:04 +0000 2018,@nytimes
77,0.0,2018-03-03,0.0,1.0,0.0,Sat Mar 03 03:47:02 +0000 2018,@nytimes
78,-0.3612,2018-03-03,0.152,0.848,0.0,Sat Mar 03 03:32:03 +0000 2018,@nytimes
79,0.0,2018-03-03,0.0,1.0,0.0,Sat Mar 03 03:17:02 +0000 2018,@nytimes
80,0.4404,2018-03-03,0.0,0.861,0.139,Sat Mar 03 03:02:04 +0000 2018,@nytimes
81,-0.5574,2018-03-03,0.175,0.825,0.0,Sat Mar 03 02:47:01 +0000 2018,@nytimes
82,0.0,2018-03-03,0.0,1.0,0.0,Sat Mar 03 02:32:07 +0000 2018,@nytimes
83,0.0,2018-03-03,0.0,1.0,0.0,Sat Mar 03 02:18:03 +0000 2018,@nytimes
84,0.0,2018-03-03,0.0,1.0,0.0,Sat Mar 03 02:02:09 +0000 2018,@nytimes
85,0.0,2018-03-03,0.0,1.0,0.0,Sat Mar 03 01:47:06 +0000 2018,@nytimes
86,-0.34,2018-03-03,0.107,0.893,0.0,Sat Mar 03 01:32:01 +0000 2018,@nytimes
87,-0.216,2018-03-03,0.113,0.81,0.077,Sat Mar 03 01:17:05 +0000 2018,@nytimes
88,0.0,2018-03-03,0.0,1.0,0.0,Sat Mar 03 01:02:02 +0000 2018,@nytimes
89,0.5859,2018-03-03,0.0,0.787,0.213,Sat Mar 03 00:47:08 +0000 2018,@nytimes
90,-0.34,2018-03-03,0.124,0.876,0.0,Sat Mar 03 00:32:05 +0000 2018,@nytimes
91,-0.5423,2018-03-03,0.231,0.677,0.092,Sat Mar 03 00:17:05 +0000 2018,@nytimes
92,0.0,2018-03-03,0.0,1.0,0.0,Sat Mar 03 00:02:02 +0000 2018,@nytimes
93,0.0,2018-03-02,0.0,1.0,0.0,Fri Mar 02 23:47:04 +0000 2018,@nytimes
94,-0.2263,2018-03-02,0.245,0.542,0.213,Fri Mar 02 23:32:03 +0000 2018,@nytimes
95,-0.5574,2018-03-02,0.231,0.769,0.0,Fri Mar 02 23:17:43 +0000 2018,@nytimes
96,-0.1779,2018-03-02,0.185,0.667,0.149,Fri Mar 02 23:17:04 +0000 2018,@nytimes
97,-0.4541,2018-03-02,0.153,0.847,0.0,Fri Mar 02 23:02:04 +0000 2018,@nytimes
98,0.6705,2018-03-02,0.0,0.732,0.268,Fri Mar 02 22:47:02 +0000 2018,@nytimes
99,-0.3818,2018-03-02,0.098,0.902,0.0,Fri Mar 02 22:32:06 +0000 2018,@nytimes
100,0.7096,2018-03-02,0.0,0.688,0.312,Fri Mar 02 22:17:06 +0000 2018,@nytimes
